Pollutant,sector,wday,hour,coeff,coeff_l,coeff_u
CO2,"",1,0,1.00037817255347,1.00035559221509,1.00040075289186
CO2,"",2,0,1.00037834482482,1.00035621827724,1.00040047137241
CO2,"",3,0,1.00037847553948,1.00035740852869,1.00039954255026
CO2,"",4,0,1.00037849789732,1.00035806343749,1.00039893235715
CO2,"",5,0,1.00037845322594,1.00035738745719,1.0003995189947
CO2,"",6,0,1.000378433977,1.00035630221558,1.00040056573843
CO2,"",7,0,1.00037845473931,1.00035585755186,1.00040105192676
CO2,"",1,1,1.00037912094087,1.0003575934488,1.00040064843295
CO2,"",2,1,1.00037929364425,1.00035824363183,1.00040034365666
CO2,"",3,1,1.00037942468671,1.00035949215714,1.00039935721628
CO2,"",4,1,1.00037944710063,1.00036018448283,1.00039870971843
CO2,"",5,1,1.00037940231722,1.0003594709628,1.00039933367164
CO2,"",6,1,1.00037938302,1.00035832804742,1.00040043799259
CO2,"",7,1,1.00037940383438,1.00035786027886,1.0004009473899
CO2,"",1,2,1.00031120972723,1.00028709426369,1.00033532519077
CO2,"",2,2,1.00031135149457,1.00028765902041,1.00033504396874
CO2,"",3,2,1.00031145906365,1.00028875184555,1.00033416628175
CO2,"",4,2,1.0003114774626,1.00028935565341,1.00033359927179
CO2,"",5,2,1.00031144070116,1.0002887348218,1.00033414658052
CO2,"",6,2,1.00031142486062,1.00028772680362,1.00033512291762
CO2,"",7,2,1.00031144194656,1.00028730848847,1.00033557540464
CO2,"",1,3,1.00021575224975,1.00019135196412,1.00024015253538
CO2,"",2,3,1.00021585053274,1.00019186794987,1.00023983311562
CO2,"",3,3,1.00021592510711,1.00019291514706,1.00023893506717
CO2,"",4,3,1.00021593786255,1.00019350537306,1.00023837035204
CO2,"",5,3,1.00021591237696,1.00019290377349,1.00023892098043
CO2,"",6,3,1.00021590139519,1.00019191316113,1.00023988962926
CO2,"",7,3,1.00021591324036,1.00019149474766,1.00024033173305
CO2,"",1,4,1.00011908460371,1.00009639885897,1.00014177034846
CO2,"",2,4,1.00011913885108,1.00009690464795,1.00014137305421
CO2,"",3,4,1.00011918001246,1.00009799988203,1.00014036014289
CO2,"",4,4,1.00011918705283,1.00009863597756,1.0001397381281
CO2,"",5,4,1.00011917298604,1.00009799410431,1.00014035186776
