Profile_ID,month,N
SOLV_IND,1,0.07612
SOLV_IND,2,0.077225
SOLV_IND,3,0.081371
SOLV_IND,4,0.08507
SOLV_IND,5,0.085412
SOLV_IND,6,0.08828
SOLV_IND,7,0.087481
SOLV_IND,8,0.08565
SOLV_IND,9,0.087795
SOLV_IND,10,0.086595
SOLV_IND,11,0.081093
SOLV_IND,12,0.077909
SOLV_OTH,1,0.083333333
SOLV_OTH,2,0.083333333
SOLV_OTH,3,0.083333333
SOLV_OTH,4,0.083333333
SOLV_OTH,5,0.083333333
SOLV_OTH,6,0.083333333
SOLV_OTH,7,0.083333333
SOLV_OTH,8,0.083333333
SOLV_OTH,9,0.083333333
SOLV_OTH,10,0.083333333
SOLV_OTH,11,0.083333333
SOLV_OTH,12,0.083333333
