Profile_ID,month,N
OFFR_OTH,1,0.073839203
OFFR_OTH,2,0.077070713
OFFR_OTH,3,0.081001058
OFFR_OTH,4,0.084190369
OFFR_OTH,5,0.086089879
OFFR_OTH,6,0.0869058
OFFR_OTH,7,0.086787395
OFFR_OTH,8,0.086085655
OFFR_OTH,9,0.085950904
OFFR_OTH,10,0.088713795
OFFR_OTH,11,0.085040838
OFFR_OTH,12,0.078324392
