Profile_ID,month,N
RAIL_GEN,2,2.465889315
RAIL_GEN,2,2.59658035
RAIL_GEN,2,2.714141704
RAIL_GEN,2,2.903374438
RAIL_GEN,2,3.05606663
RAIL_GEN,2,3.263497653
RAIL_GEN,2,2.551172105
RAIL_GEN,2,3.085316297
RAIL_GEN,2,3.109564416
RAIL_GEN,2,3.324060895
RAIL_GEN,2,3.27546
RAIL_GEN,2,3.626471816
RAIL_GEN,2,3.984751857
RAIL_GEN,2,4.211948851
RAIL_GEN,2,4.146242806
RAIL_GEN,2,4.464036503
RAIL_GEN,2,4.66141967
RAIL_GEN,2,4.844422635
RAIL_GEN,2,4.734634463
RAIL_GEN,2,4.762219127
RAIL_GEN,2,5.063537477
RAIL_GEN,2,5.204429975
RAIL_GEN,2,5.50562608
RAIL_GEN,2,5.477643536
RAIL_GEN,2,5.582733244
RAIL_GEN,2,4.350505318
RAIL_GEN,2,3.445896464
RAIL_GEN,2,3.602693578
RAIL_GEN,2,3.835966305
RAIL_GEN,2,4.11979927
RAIL_GEN,2,4.429522854
RAIL_GEN,2,4.737543158
RAIL_GEN,2,4.74222559
RAIL_GEN,2,4.710156005
RAIL_GEN,2,4.9485021
RAIL_GEN,2,5.093038171
RAIL_GEN,2,5.112001126
RAIL_GEN,2,5.118239881
RAIL_GEN,2,5.632245883
RAIL_GEN,2,5.914342531
RAIL_GEN,2,5.882677803
RAIL_GEN,2,6.068907189
RAIL_GEN,2,6.454028774
RAIL_GEN,2,6.893386918
RAIL_GEN,2,6.767316529
RAIL_GEN,2,7.223750983
RAIL_GEN,2,7.359899083
RAIL_GEN,2,7.653169461
RAIL_GEN,2,7.597463932
RAIL_GEN,2,7.469819096
RAIL_GEN,2,7.739189219
RAIL_GEN,2,6.824576997
RAIL_GEN,2,1.286491896
RAIL_GEN,2,1.347027412
RAIL_GEN,2,1.433465002
RAIL_GEN,2,1.474812576
RAIL_GEN,2,1.555696831
RAIL_GEN,2,1.655356529
RAIL_GEN,2,1.540132838
RAIL_GEN,2,1.566444204
RAIL_GEN,2,1.638797321
RAIL_GEN,2,1.812146999
RAIL_GEN,2,1.857239272
RAIL_GEN,2,1.969267998
RAIL_GEN,2,2.03666381
RAIL_GEN,2,2.176606442
RAIL_GEN,2,2.261005581
RAIL_GEN,2,2.418746741
RAIL_GEN,2,2.590757417
RAIL_GEN,2,2.786084953
RAIL_GEN,2,2.694609188
RAIL_GEN,2,2.769464176
RAIL_GEN,2,2.945994672
RAIL_GEN,2,3.046803842
RAIL_GEN,2,3.170915196
RAIL_GEN,2,3.081191863
RAIL_GEN,2,3.208695419
RAIL_GEN,2,2.900644849
RAIL_GEN,2,0.008180947
RAIL_GEN,2,0.012316192
RAIL_GEN,2,0.012990616
RAIL_GEN,2,0.015313645
RAIL_GEN,2,0.01854081
RAIL_GEN,2,0.026106773
RAIL_GEN,2,0.019769584
RAIL_GEN,2,0.031596242
RAIL_GEN,2,0.027669071
RAIL_GEN,2,0.020812937
RAIL_GEN,2,0.481608071
RAIL_GEN,2,0.4501907
RAIL_GEN,2,0.433422367
RAIL_GEN,2,0.441840305
RAIL_GEN,2,0.472385534
RAIL_GEN,2,0.447939319
RAIL_GEN,2,0.450137498
RAIL_GEN,2,0.390306132
RAIL_GEN,2,0.372193134
RAIL_GEN,2,0.355820472
RAIL_GEN,2,0.047639667
RAIL_GEN,2,0.057477784
RAIL_GEN,2,0.067339586
RAIL_GEN,2,0.06740258
RAIL_GEN,2,0.052976627
RAIL_GEN,2,0.047189801
RAIL_GEN,2,0.040976437
RAIL_GEN,2,0.042877944
RAIL_GEN,2,0.04060751
RAIL_GEN,2,0.067004115
RAIL_GEN,2,0.208391761
RAIL_GEN,2,0.219564379
RAIL_GEN,2,0.215760423
RAIL_GEN,2,0.202407099
RAIL_GEN,2,0.199430696
RAIL_GEN,2,0.249350106
RAIL_GEN,2,0.253391315
RAIL_GEN,2,0.275910476
RAIL_GEN,2,0.263461232
RAIL_GEN,2,0.243000053
RAIL_GEN,2,0.175254881
RAIL_GEN,2,0.163820936
RAIL_GEN,2,0.16521529
RAIL_GEN,2,0.154614206
RAIL_GEN,2,0.118673294
RAIL_GEN,2,0.072291437
RAIL_GEN,2,0.073471332
RAIL_GEN,2,0.067698889
RAIL_GEN,2,0.067868484
RAIL_GEN,2,0.10560681
RAIL_GEN,2,0.078924674
RAIL_GEN,2,0.095421377
RAIL_GEN,2,0.100088129
RAIL_GEN,2,0.115351706
RAIL_GEN,2,0.135638835
RAIL_GEN,2,0.154042677
RAIL_GEN,2,0.161258503
RAIL_GEN,2,0.189897497
RAIL_GEN,2,0.225730629
RAIL_GEN,2,0.201784397
RAIL_GEN,5,2.63438183
RAIL_GEN,5,2.602095486
RAIL_GEN,5,2.699175571
RAIL_GEN,5,2.997726849
RAIL_GEN,5,3.096826835
RAIL_GEN,5,3.242049894
RAIL_GEN,5,3.470815584
RAIL_GEN,5,3.273744267
RAIL_GEN,5,3.282322559
RAIL_GEN,5,3.352500129
RAIL_GEN,5,3.260412971
RAIL_GEN,5,3.523470056
RAIL_GEN,5,3.752597367
RAIL_GEN,5,4.111172562
RAIL_GEN,5,4.389515828
RAIL_GEN,5,4.258482149
RAIL_GEN,5,4.666161268
RAIL_GEN,5,4.779190787
RAIL_GEN,5,4.9209376
RAIL_GEN,5,4.994463381
RAIL_GEN,5,5.166161937
RAIL_GEN,5,5.26722662
RAIL_GEN,5,5.399308018
RAIL_GEN,5,5.546054836
RAIL_GEN,5,5.672750297
RAIL_GEN,5,5.895658491
RAIL_GEN,5,3.336538235
RAIL_GEN,5,3.31775443
RAIL_GEN,5,3.623452256
RAIL_GEN,5,3.869739463
RAIL_GEN,5,4.030201195
RAIL_GEN,5,4.381094533
RAIL_GEN,5,4.688256693
RAIL_GEN,5,4.75338747
RAIL_GEN,5,4.864933568
RAIL_GEN,5,4.89832493
RAIL_GEN,5,4.964402502
RAIL_GEN,5,5.286591903
RAIL_GEN,5,5.412958287
RAIL_GEN,5,5.644117503
RAIL_GEN,5,6.074263195
RAIL_GEN,5,5.844147981
RAIL_GEN,5,6.002422618
RAIL_GEN,5,6.345718268
RAIL_GEN,5,6.634191865
RAIL_GEN,5,7.002758757
RAIL_GEN,5,7.138125308
RAIL_GEN,5,7.45408666
RAIL_GEN,5,7.642976966
RAIL_GEN,5,7.409145901
RAIL_GEN,5,7.551746565
RAIL_GEN,5,7.873501444
RAIL_GEN,5,1.351993327
RAIL_GEN,5,1.454924591
RAIL_GEN,5,1.472415079
RAIL_GEN,5,1.500978556
RAIL_GEN,5,1.600637853
RAIL_GEN,5,1.657526558
RAIL_GEN,5,1.763704806
RAIL_GEN,5,1.714534899
RAIL_GEN,5,1.715658842
RAIL_GEN,5,1.793241823
RAIL_GEN,5,1.942299909
RAIL_GEN,5,2.009321376
RAIL_GEN,5,1.998899385
RAIL_GEN,5,2.132568135
RAIL_GEN,5,2.38278021
RAIL_GEN,5,2.363743318
RAIL_GEN,5,2.578710532
RAIL_GEN,5,2.685715811
RAIL_GEN,5,2.677132418
RAIL_GEN,5,2.792156177
RAIL_GEN,5,2.9047026
RAIL_GEN,5,2.995897534
RAIL_GEN,5,3.088228312
RAIL_GEN,5,3.221083857
RAIL_GEN,5,3.290148735
RAIL_GEN,5,3.391697217
RAIL_GEN,5,0.012003893
RAIL_GEN,5,0.010952599
RAIL_GEN,5,0.012759601
RAIL_GEN,5,0.014466116
RAIL_GEN,5,0.015239856
RAIL_GEN,5,0.021360491
RAIL_GEN,5,0.02741332
RAIL_GEN,5,0.027392031
RAIL_GEN,5,0.031260234
RAIL_GEN,5,0.025748885
RAIL_GEN,5,0.475127227
RAIL_GEN,5,0.471911393
RAIL_GEN,5,0.445194431
RAIL_GEN,5,0.432468437
RAIL_GEN,5,0.461361188
RAIL_GEN,5,0.466886937
RAIL_GEN,5,0.455399353
RAIL_GEN,5,0.443311336
RAIL_GEN,5,0.388882946
RAIL_GEN,5,0.380955387
RAIL_GEN,5,0.053692718
RAIL_GEN,5,0.057314922
RAIL_GEN,5,0.061790241
RAIL_GEN,5,0.069456433
RAIL_GEN,5,0.061349087
RAIL_GEN,5,0.058692092
RAIL_GEN,5,0.044252844
RAIL_GEN,5,0.043457248
RAIL_GEN,5,0.040485278
RAIL_GEN,5,0.044848813
RAIL_GEN,5,0.227391491
RAIL_GEN,5,0.21219247
RAIL_GEN,5,0.208717276
RAIL_GEN,5,0.20358235
RAIL_GEN,5,0.205900478
RAIL_GEN,5,0.239963499
RAIL_GEN,5,0.257301835
RAIL_GEN,5,0.270380813
RAIL_GEN,5,0.274970329
RAIL_GEN,5,0.262936254
RAIL_GEN,5,0.151436123
RAIL_GEN,5,0.168173229
RAIL_GEN,5,0.169551184
RAIL_GEN,5,0.168944045
RAIL_GEN,5,0.143028619
RAIL_GEN,5,0.073289102
RAIL_GEN,5,0.07347871
RAIL_GEN,5,0.059899373
RAIL_GEN,5,0.072120008
RAIL_GEN,5,0.065241823
RAIL_GEN,5,0.080348547
RAIL_GEN,5,0.079310128
RAIL_GEN,5,0.099142441
RAIL_GEN,5,0.107027786
RAIL_GEN,5,0.111094612
RAIL_GEN,5,0.135762173
RAIL_GEN,5,0.139433757
RAIL_GEN,5,0.153461775
RAIL_GEN,5,0.191520622
RAIL_GEN,5,0.215995333
RAIL_GEN,8,2.294797874
RAIL_GEN,8,2.656639174
RAIL_GEN,8,2.805445442
RAIL_GEN,8,3.210795211
RAIL_GEN,8,3.258314085
RAIL_GEN,8,3.437018355
RAIL_GEN,8,3.666104787
RAIL_GEN,8,3.376707265
RAIL_GEN,8,3.330961612
RAIL_GEN,8,3.418466369
RAIL_GEN,8,3.435791418
RAIL_GEN,8,3.455607609
RAIL_GEN,8,3.943485186
RAIL_GEN,8,4.211958996
RAIL_GEN,8,4.323678381
RAIL_GEN,8,4.442121076
RAIL_GEN,8,4.702959994
RAIL_GEN,8,4.861835854
RAIL_GEN,8,5.020234987
RAIL_GEN,8,5.036361031
RAIL_GEN,8,5.311821708
RAIL_GEN,8,5.459680223
RAIL_GEN,8,5.591435869
RAIL_GEN,8,5.751567757
RAIL_GEN,8,5.690027944
RAIL_GEN,8,5.905637457
RAIL_GEN,8,3.044552151
RAIL_GEN,8,3.278241673
RAIL_GEN,8,3.708566765
RAIL_GEN,8,3.942086493
RAIL_GEN,8,4.155653843
RAIL_GEN,8,4.532585055
RAIL_GEN,8,4.982366735
RAIL_GEN,8,4.842453236
RAIL_GEN,8,4.933933618
RAIL_GEN,8,5.030441724
RAIL_GEN,8,5.102747873
RAIL_GEN,8,4.972654268
RAIL_GEN,8,5.40437246
RAIL_GEN,8,5.878896812
RAIL_GEN,8,6.127100446
RAIL_GEN,8,5.881579694
RAIL_GEN,8,6.280572593
RAIL_GEN,8,6.552393668
RAIL_GEN,8,6.945459113
RAIL_GEN,8,7.174437474
RAIL_GEN,8,7.392268608
RAIL_GEN,8,7.618524775
RAIL_GEN,8,7.674007124
RAIL_GEN,8,7.619973972
RAIL_GEN,8,7.910743681
RAIL_GEN,8,8.01615692
RAIL_GEN,8,1.529260522
RAIL_GEN,8,1.496834138
RAIL_GEN,8,1.575178661
RAIL_GEN,8,1.65359495
RAIL_GEN,8,1.696448641
RAIL_GEN,8,1.795506741
RAIL_GEN,8,1.967745507
RAIL_GEN,8,1.875261091
RAIL_GEN,8,1.854738408
RAIL_GEN,8,1.9638367
RAIL_GEN,8,2.009196926
RAIL_GEN,8,2.125019085
RAIL_GEN,8,2.170260714
RAIL_GEN,8,2.24800594
RAIL_GEN,8,2.411625999
RAIL_GEN,8,2.420840434
RAIL_GEN,8,2.637299804
RAIL_GEN,8,2.781437426
RAIL_GEN,8,2.804027615
RAIL_GEN,8,2.880848321
RAIL_GEN,8,3.057849024
RAIL_GEN,8,3.136425101
RAIL_GEN,8,3.227035991
RAIL_GEN,8,3.34375454
RAIL_GEN,8,3.340794126
RAIL_GEN,8,3.612967729
RAIL_GEN,8,0.008743525
