Profile_ID,month,N
AVIA_GEN,1,6138
AVIA_GEN,1,6790
AVIA_GEN,1,6199
AVIA_GEN,1,7899
AVIA_GEN,1,6156
AVIA_GEN,1,386
AVIA_GEN,1,353
AVIA_GEN,1,337
AVIA_GEN,1,405
AVIA_GEN,1,355
AVIA_GEN,1,110
AVIA_GEN,1,106
AVIA_GEN,1,96
AVIA_GEN,1,48
AVIA_GEN,1,87
AVIA_GEN,1,2817
AVIA_GEN,1,2726
AVIA_GEN,1,2600
AVIA_GEN,1,2801
AVIA_GEN,1,2857
AVIA_GEN,1,3049
AVIA_GEN,1,3064
AVIA_GEN,1,3524
AVIA_GEN,1,2404
AVIA_GEN,1,2726
AVIA_GEN,1,136
AVIA_GEN,1,142
AVIA_GEN,1,145
AVIA_GEN,1,127
AVIA_GEN,1,123
AVIA_GEN,1,13
AVIA_GEN,1,8
AVIA_GEN,1,19
AVIA_GEN,1,4
AVIA_GEN,1,7697
AVIA_GEN,1,7147
AVIA_GEN,1,7224
AVIA_GEN,1,6374
AVIA_GEN,1,6583
AVIA_GEN,1,477
AVIA_GEN,1,532
AVIA_GEN,1,336
AVIA_GEN,1,407
AVIA_GEN,1,453
AVIA_GEN,1,225
AVIA_GEN,1,213
AVIA_GEN,1,250
AVIA_GEN,1,329
AVIA_GEN,1,296
AVIA_GEN,1,4255
AVIA_GEN,1,4283
AVIA_GEN,1,4532
AVIA_GEN,1,3295
AVIA_GEN,1,3694
AVIA_GEN,1,2
AVIA_GEN,2,7740
AVIA_GEN,2,392
AVIA_GEN,2,46
AVIA_GEN,2,2989
AVIA_GEN,2,2444
AVIA_GEN,2,124
AVIA_GEN,2,1
AVIA_GEN,2,6164
AVIA_GEN,2,337
AVIA_GEN,2,307
AVIA_GEN,2,3340
AVIA_GEN,2,27
AVIA_GEN,2,72
AVIA_GEN,2,788
AVIA_GEN,2,160
AVIA_GEN,2,58
AVIA_GEN,2,261
AVIA_GEN,2,87
AVIA_GEN,2,293
AVIA_GEN,2,3599
AVIA_GEN,2,7236
AVIA_GEN,2,850
AVIA_GEN,2,16732
AVIA_GEN,2,5257
AVIA_GEN,2,88
AVIA_GEN,2,1669
AVIA_GEN,2,35062
AVIA_GEN,2,919
AVIA_GEN,2,866
AVIA_GEN,2,114
AVIA_GEN,2,1201
AVIA_GEN,2,508
AVIA_GEN,2,1727
AVIA_GEN,2,798
AVIA_GEN,2,426
AVIA_GEN,2,1943
AVIA_GEN,2,54
AVIA_GEN,2,2119
AVIA_GEN,2,6633
AVIA_GEN,2,5138
AVIA_GEN,2,5
AVIA_GEN,2,10685
AVIA_GEN,2,2597
AVIA_GEN,2,301
AVIA_GEN,2,1521
AVIA_GEN,2,4
AVIA_GEN,2,162
AVIA_GEN,2,1031
AVIA_GEN,2,23
AVIA_GEN,2,2630
AVIA_GEN,2,662
AVIA_GEN,2,10464
AVIA_GEN,2,470
AVIA_GEN,2,703
AVIA_GEN,2,78
AVIA_GEN,2,231
AVIA_GEN,3,8405
AVIA_GEN,3,456
AVIA_GEN,3,52
AVIA_GEN,3,3326
AVIA_GEN,3,2812
AVIA_GEN,3,138
AVIA_GEN,3,8
AVIA_GEN,3,6968
AVIA_GEN,3,487
AVIA_GEN,3,366
AVIA_GEN,3,3768
AVIA_GEN,3,36
AVIA_GEN,3,78
AVIA_GEN,3,911
AVIA_GEN,3,174
AVIA_GEN,3,58
AVIA_GEN,3,306
AVIA_GEN,3,98
AVIA_GEN,3,341
AVIA_GEN,3,4131
AVIA_GEN,3,8413
AVIA_GEN,3,974
AVIA_GEN,3,19656
AVIA_GEN,3,6079
AVIA_GEN,3,100
AVIA_GEN,3,1943
AVIA_GEN,3,39520
AVIA_GEN,3,939
AVIA_GEN,3,884
AVIA_GEN,3,134
AVIA_GEN,3,1425
AVIA_GEN,3,646
AVIA_GEN,3,1926
AVIA_GEN,3,876
AVIA_GEN,3,522
AVIA_GEN,3,2226
AVIA_GEN,3,94
AVIA_GEN,3,2437
AVIA_GEN,3,7301
AVIA_GEN,3,6052
AVIA_GEN,3,12187
AVIA_GEN,3,3059
AVIA_GEN,3,390
AVIA_GEN,3,1641
AVIA_GEN,3,213
AVIA_GEN,3,1075
AVIA_GEN,3,16
AVIA_GEN,3,2934
AVIA_GEN,3,741
AVIA_GEN,3,11789
AVIA_GEN,3,528
AVIA_GEN,3,804
AVIA_GEN,3,80
AVIA_GEN,3,189
AVIA_GEN,4,8223
AVIA_GEN,4,479
AVIA_GEN,4,54
AVIA_GEN,4,3376
AVIA_GEN,4,2875
AVIA_GEN,4,142
AVIA_GEN,4,4
AVIA_GEN,4,6939
AVIA_GEN,4,566
AVIA_GEN,4,586
AVIA_GEN,4,4431
AVIA_GEN,4,26
AVIA_GEN,4,82
AVIA_GEN,4,887
AVIA_GEN,4,148
AVIA_GEN,4,48
AVIA_GEN,4,349
AVIA_GEN,4,93
AVIA_GEN,4,332
AVIA_GEN,4,4688
AVIA_GEN,4,9131
AVIA_GEN,4,1063
AVIA_GEN,4,21390
AVIA_GEN,4,6349
AVIA_GEN,4,100
AVIA_GEN,4,1946
AVIA_GEN,4,39708
AVIA_GEN,4,912
AVIA_GEN,4,901
AVIA_GEN,4,128
AVIA_GEN,4,1602
AVIA_GEN,4,945
AVIA_GEN,4,2007
AVIA_GEN,4,901
AVIA_GEN,4,693
AVIA_GEN,4,2549
AVIA_GEN,4,108
AVIA_GEN,4,2777
AVIA_GEN,4,6484
AVIA_GEN,4,7048
AVIA_GEN,4,6
AVIA_GEN,4,12657
AVIA_GEN,4,3280
AVIA_GEN,4,513
AVIA_GEN,4,1931
AVIA_GEN,4,431
AVIA_GEN,4,1137
AVIA_GEN,4,19
AVIA_GEN,4,2866
AVIA_GEN,4,722
AVIA_GEN,4,13115
AVIA_GEN,4,538
AVIA_GEN,4,852
AVIA_GEN,4,78
