sector,wday,coeff,coeff_l,coeff_u
1,1,1.01881549858268,1.01490395886104,1.02272703830432
1,2,1.04768902443296,1.04392298427208,1.05145506459384
1,3,1.04645911145512,1.04306690246538,1.04985132044486
1,4,1.05793970710992,1.05478573005385,1.061093684166
1,5,1.01908491583293,1.01569270684319,1.02247712482267
1,6,0.922224026364556,0.918457986203676,0.925990066525435
1,7,0.88778771622182,0.88387617650018,0.89169925594346
2,1,1.0100926389457,1.00997952668699,1.0102057512044
2,2,1.00347167228089,1.00336248908544,1.00358085547634
2,3,0.993206678429183,0.993108353391495,0.99330500346687
2,4,0.988886727862845,0.988795465263413,0.988977990462277
2,5,0.994716820673156,0.994618495635468,0.994815145710844
2,6,1.00293313510393,1.00282395190847,1.00304231829938
2,7,1.0066923267043,1.0065792144456,1.006805438963
3,1,1.08584684665039,1.08274360945056,1.08895008385023
3,2,1.08992786814638,1.08696237493536,1.09289336135739
3,3,1.08483023185681,1.08215725190417,1.08750321180945
3,4,1.05709387498918,1.05459646562015,1.05959128435822
3,5,0.990909544695173,0.988236564742535,0.993582524647812
3,6,0.894696853872076,0.891731360661061,0.89766234708309
3,7,0.796694779789989,0.793591542590158,0.79979801698982
4,1,1.03136644842447,1.0256805983912,1.03705229845774
4,2,1.03486758327789,1.02999178635854,1.03974338019724
4,3,1.03339624912705,1.02888559946683,1.03790689878726
4,4,1.02171472401401,1.01732582712492,1.02610362090311
4,5,0.996425623567441,0.991914973907225,1.00093627322766
4,6,0.960584238818318,0.955708441898968,0.965460035737667
4,7,0.921645132770818,0.915959282737551,0.927330982804086
5,1,1.07929957335868,1.07391021276188,1.08468893395549
5,2,1.08681913568882,1.08180117705237,1.09183709432526
5,3,1.08689733908939,1.08235853609032,1.09143614208846
5,4,1.05959138146565,1.05528727195941,1.0638954909719
5,5,0.990795056331683,0.986256253332612,0.995333859330754
5,6,0.895391882567748,0.890373923931299,0.900409841204197
5,7,0.801205631498028,0.795816270901221,0.806594992094835
6,1,1.0796572710868,1.04779361994704,1.11152092222656
6,2,1.0829415763264,1.05630573752197,1.10957741513084
6,3,1.09247692890789,1.06758765437471,1.11736620344108
6,4,1.08694726053819,1.06267129912365,1.11122322195274
6,5,1.02474622552644,0.999856950993253,1.04963550005962
6,6,0.896050081648762,0.869414242844328,0.922685920453196
6,7,0.737180655965512,0.705317004825755,0.769044307105268
7,1,1.05473116914761,1.04709074460982,1.0623715936854
7,2,1.08444021982926,1.07715506045386,1.09172537920466
7,3,1.10817449880914,1.10160642624892,1.11474257136935
7,4,1.11473659638717,1.10859140890334,1.120881783871
7,5,1.04850483855704,1.04193676599683,1.05507291111726
7,6,0.89038403751326,0.883098878137861,0.897669196888658
7,7,0.69902863975652,0.691388215218732,0.706669064294309
8,1,0.964038773100883,0.960324201628191,0.967753344573575
8,2,0.999918727622834,0.996502547149953,1.00333490809572
8,3,1.01985875620394,1.01676175971614,1.02295575269175
8,4,1.02614977921333,1.02319557396418,1.02910398446249
8,5,1.02059540797253,1.01749841148472,1.02369240446033
8,6,1.00041601101735,0.996999830544465,1.00383219149023
8,7,0.969022544869136,0.965307973396445,0.972737116341828
9,1,0.999253852380232,0.998805648139719,0.999702056620745
9,2,1.00065036436507,1.00027094716482,1.00102978156532
9,3,1.00145912130385,1.00110638093725,1.00181186167045
9,4,1.00126668406163,1.00092295925921,1.00161040886406
9,5,1.00025256108098,0.99989982071438,1.00060530144758
9,6,0.999048602148169,0.99866918494792,0.999428019348418
9,7,0.998068814660072,0.997620610419559,0.998517018900585
10,1,1.00284801812898,1.00137814845059,1.00431788780738
10,2,1.0018986605656,1.00074584286127,1.00305147826992
10,3,1.00094930983288,1.00003768634631,1.00186093331944
10,4,0.999999972578751,0.999184336831464,1.00081560832604
10,5,0.999050651564209,0.99813902807764,0.999962275050778
10,6,0.998101343969747,0.996948526265421,0.999254161674072
10,7,0.997152043359839,0.995682173681444,0.998621913038235
11,1,0.996909614933563,0.996625047955471,0.997194181911654
11,2,0.99896058173769,0.998702312753529,0.999218850721852
11,3,1.00073946245169,1.00050464862523,1.00097427627815
11,4,1.00182475748087,1.00159953844333,1.00204997651842
11,5,1.0017408785629,1.00150606473644,1.00197569238936
11,6,1.0006243488908,1.00036607990663,1.00088261787496
11,7,0.999200355942493,0.998915788964401,0.999484922920584
