sector,month,coeff,coeff_l,coeff_u
1,1,1.09231778223555,1.07858975304877,1.10604581142233
1,2,1.10832008267774,1.09552010056023,1.12112006479524
1,3,1.07148600254135,1.06008285483242,1.08288915025028
1,4,1.00602509474849,0.995010996962318,1.01703919253467
1,5,0.944017557692002,0.932038031963172,0.955997083420833
1,6,0.888593863383966,0.875733357038458,0.901454369729473
1,7,0.851073409084174,0.838212902738666,0.863933915429681
1,8,0.866171793070507,0.854192267341677,0.878151318799338
1,9,0.888337052094999,0.877322954308823,0.899351149881175
1,10,0.989161429001877,0.977758281292942,1.00056457671081
1,11,1.13113697341457,1.11833699129706,1.14393695553207
1,12,1.16335896005478,1.149630930868,1.17708698924157
2,1,1.75399246720739,1.74764316180922,1.76034177260556
2,2,1.74069924931692,1.73463489420632,1.74676360442751
2,3,1.51020986993835,1.50482834335361,1.51559139652309
2,4,1.15268925479501,1.14755141916733,1.1578270904227
2,5,0.751417253162283,0.745744195699761,0.757090310624804
2,6,0.376873731548033,0.370717976692788,0.383029486403278
2,7,0.205149311932403,0.198993557077158,0.211305066787648
2,8,0.206864027890543,0.201190970428022,0.212537085353065
2,9,0.402066407003991,0.396928571376309,0.407204242631673
2,10,0.840189674035542,0.834808147450801,0.845571200620283
2,11,1.35270139304295,1.34663703793236,1.35876574815355
2,12,1.70714736012659,1.70079805472842,1.71349666552476
3,1,0.946448632268043,0.944715815351206,0.94818144918488
3,2,0.980214010132014,0.978557909074969,0.981870111189058
3,3,1.03493025808015,1.03346073734015,1.03639977882016
3,4,1.00003849293406,0.998636007615698,1.00144097825242
3,5,0.972463547404491,0.97091430345648,0.974012791352502
3,6,1.03142343097468,1.02974184402719,1.03310501792217
3,7,0.98910232928066,0.987420742333167,0.990783916228152
3,8,0.971215192017868,0.969665948069857,0.972764435965879
3,9,1.02068661775302,1.01928413243466,1.02208910307138
3,10,1.06340508799224,1.06193556725223,1.06487460873224
3,11,1.03590530917245,1.03424920811541,1.0375614102295
3,12,0.954167091990319,0.952434275073482,0.955899908907156
4,1,0.99903154316397,0.995689301248422,1.00237378507952
4,2,0.997055083675522,0.993871700643371,1.00023846670767
4,3,1.02472180323357,1.02189589761546,1.02754770885169
4,4,1.01904799349432,1.01634598488141,1.02175000210724
4,5,1.00181141454812,0.998833426396296,1.00478940269995
4,6,1.01360754891872,1.01038052203153,1.0168345758059
4,7,0.988765208995357,0.985538182108175,0.991992235882538
4,8,0.964716053485637,0.961738065333811,0.967694041637463
4,9,0.993950582916667,0.991248574303753,0.996652591529581
4,10,1.03198497715272,1.02915907153461,1.03481088277084
4,11,1.01527377842969,1.01209039539754,1.01845716146184
4,12,0.950034011985702,0.946691770070154,0.953376253901249
5,1,1.03724553225504,1.03386470862096,1.04062635588913
5,2,0.970949277211896,0.9677272558602,0.974171298563593
5,3,0.994177269346498,0.991317276894311,0.997037261798684
5,4,1.01298093936879,1.0102471981144,1.01571468062319
5,5,0.988080302677984,0.985066174545033,0.991094430810935
5,6,0.987156649525829,0.983889540657619,0.990423758394038
5,7,1.01955890453964,1.01629179567143,1.02282601340785
5,8,1.01682210037806,1.01380797224511,1.01983622851101
5,9,0.999099906955193,0.996366165700797,1.00183364820959
5,10,0.977960751675244,0.975100759223058,0.980820744127431
5,11,0.975131318849663,0.971909297497966,0.978353340201359
5,12,1.02083704721616,1.01745622358207,1.02421787085024
6,1,0.987257023550205,0.98424682888078,0.990267218219631
6,2,0.992023872041822,0.989889650233919,0.994158093849724
6,3,0.996748570301402,0.994648193706727,0.998848946896078
6,4,1.00106701109261,0.999000624905579,1.00313339727964
6,5,1.00444830113505,1.00237922693817,1.00651737533192
6,6,1.00651295863252,1.00442129422622,1.00860462303883
6,7,1.00725537993019,1.00516371552388,1.00934704433649
6,8,1.00694971082491,1.00488063662803,1.00901878502179
6,9,1.00548312644934,1.00341674026231,1.00754951263637
6,10,1.00242494788361,1.00032457128893,1.00452532447828
