sector,wday,hour,coeff,coeff_l,coeff_u
1,1,0,0.908574971945156,0.904235114524621,0.912914829365691
1,2,0,0.925635613396363,0.921309231150061,0.929961995642664
1,3,0,0.925487309645757,0.921160728148618,0.929813891142897
1,4,0,0.931646176484228,0.927321429863191,0.935970923105264
1,5,0,0.923757191254701,0.919435449922297,0.928078932587105
1,6,0,0.960273955359975,0.955979681216664,0.964568229503286
1,7,0,0.964117779663605,0.959820878441205,0.968414680886005
1,1,1,0.87528828121236,0.871337283838649,0.879239278586072
1,2,1,0.902125717766836,0.898181743845916,0.906069691687757
1,3,1,0.901416769723918,0.897472691702157,0.905360847745679
1,4,1,0.907551559786325,0.903608440702885,0.911494678869765
1,5,1,0.906282643951482,0.902341096880946,0.910224191022017
1,6,1,0.943948945657617,0.940021849380512,0.947876041934722
1,7,1,0.940929362853647,0.937000877764208,0.944857847943086
1,1,2,0.858333404264186,0.85346266585118,0.863204142677191
1,2,2,0.891642284298261,0.88679042197474,0.896494146621781
1,3,2,0.89018482666029,0.88533268532388,0.8950369679967
1,4,2,0.895012325596087,0.890162753543329,0.899861897648845
1,5,2,0.898897605215085,0.894052240776996,0.903742969653173
1,6,2,0.933746255999124,0.928939316971268,0.938553195026981
1,7,2,0.926334090135632,0.921523478297321,0.931144701973943
1,1,3,0.853705387674199,0.848746494137071,0.858664281211326
1,2,3,0.889764164222303,0.884822616608295,0.894705711836311
1,3,3,0.887912752618327,0.882970948385714,0.892854556850939
1,4,3,0.890913946163859,0.885974505251708,0.895853387076011
1,5,3,0.897642853581094,0.892707284217742,0.902578422944446
1,6,3,0.926055087152852,0.92115494524468,0.930955229061024
1,7,3,0.916270657933334,0.911367124203412,0.921174191663255
1,1,4,0.862205651565501,0.857844958674259,0.866566344456742
1,2,4,0.896954155027139,0.892602064363743,0.901306245690536
1,3,4,0.895232132695882,0.890879914609313,0.899584350782451
1,4,4,0.896435881241015,0.892084836841507,0.900786925640522
1,5,4,0.903884307315348,0.899535186546681,0.908233428084016
1,6,4,0.921746038959841,0.91741457709022,0.926077500829461
1,7,4,0.910116566881327,0.905783409731794,0.91444972403086
1,1,5,0.890192289036544,0.884969830179396,0.895414747893692
1,2,5,0.919321409378487,0.91412195537203,0.924520863384943
1,3,5,0.91798894777896,0.912789154075822,0.923188741482099
1,4,5,0.917721891430192,0.912525225423057,0.922918557437328
1,5,5,0.925144305886513,0.919952760076764,0.930335851696262
1,6,5,0.926870679586274,0.921725782387801,0.932015576784747
1,7,5,0.911224936701785,0.906075589414364,0.916374283989206
1,1,6,0.940978648011639,0.936459222191239,0.945498073832039
1,2,6,0.960295906961612,0.955787459708048,0.964804354215175
1,3,6,0.959383805667713,0.954875195776448,0.963892415558978
1,4,6,0.958178144850477,0.953671033016108,0.962685256684846
1,5,6,0.966082308618139,0.961577652090432,0.970586965145846
1,6,6,0.946053079346878,0.941570961974032,0.950535196719723
1,7,6,0.922492090229369,0.918007809316363,0.926976371142376
1,1,7,0.999108551328618,0.994349557397021,1.00386754526021
1,2,7,1.00655578157619,1.00181253554412,1.01129902760826
1,3,7,1.0061892457516,1.00144576713078,1.01093272437243
1,4,7,1.00434466433189,0.999603327293263,1.00908600137051
1,5,7,1.01341896877367,1.00868113792844,1.0181567996189
1,6,7,0.974314527861381,0.969608662473235,0.979020393249527
1,7,7,0.943019035724311,0.938310119041389,0.947727952407233
1,1,8,1.04280417406314,1.03770920195837,1.04789914616791
1,2,8,1.03914502707131,1.03407119374812,1.0442188603945
1,3,8,1.0396494008456,1.03457525543093,1.04472354626027
1,4,8,1.03708722945055,1.03201595750703,1.04215850139408
1,5,8,1.04782257802547,1.04275600983712,1.05288914621383
1,6,8,1.00336858630261,0.998344858783192,1.00839231382203
