Pollutant,sector,month,coeff,coeff_l,coeff_u
CH4,1,1,1.09101342175654,1.08782898495851,1.09419785855456
CH4,1,2,1.05240236296974,1.0493759151525,1.05542881078697
CH4,1,3,1.0480760166406,1.04538864753372,1.05076338574749
CH4,1,4,1.03658962913274,1.03401711252011,1.03916214574536
CH4,1,5,1.00274379599327,0.999912584659578,1.00557500732695
CH4,1,6,0.977553460814526,0.974488667996057,0.980618253632995
CH4,1,7,0.960936902285125,0.957872109466657,0.964001695103594
CH4,1,8,0.920608291212765,0.917777079879077,0.923439502546452
CH4,1,9,0.93216332925217,0.929590812639545,0.934735845864795
CH4,1,10,0.973243862160997,0.970556493054108,0.975931231267885
CH4,1,11,0.993877352119012,0.990850904301779,0.996903799936245
CH4,1,12,1.01079157566253,1.0076071388645,1.01397601246055
CH4,10,1,0.910227526291057,0.892738038766238,0.927717013815876
CH4,10,2,1.0837410980322,1.06742773918107,1.10005445688332
CH4,10,3,1.14151821705287,1.12698623242153,1.15605020168422
CH4,10,4,1.08162706203745,1.06759310928586,1.09566101478904
CH4,10,5,0.990277909989875,0.975010434568507,1.00554538541124
CH4,10,6,0.943778332943906,0.927385569202628,0.960171096685185
CH4,10,7,0.963889238246927,0.947496474505649,0.980282001988206
CH4,10,8,1.05500363824708,1.03973616282571,1.07027111366845
CH4,10,9,1.05266976306549,1.0386358103139,1.06670371581708
CH4,10,10,0.966635339818501,0.952103355187157,0.981167324449846
CH4,10,11,0.90929281914851,0.892979460297383,0.925606177999638
CH4,10,12,0.901339055126144,0.883849567601325,0.918828542650964
CH4,11,1,1.00245304755578,1.00237383887563,1.00253225623592
CH4,11,2,1.00200704973968,1.00193795021954,1.00207614925981
CH4,11,3,1.00156105084248,1.00150118219749,1.00162091948747
CH4,11,4,1.00111504950059,1.00106311556152,1.00116698343967
CH4,11,5,1.00066904434559,1.00062312425356,1.00071496443761
CH4,11,6,1.00022303432152,1.00018042750328,1.00026564113975
CH4,11,7,0.999777018853841,0.999734412035606,0.999819625672075
CH4,11,8,0.999330997968989,0.999285077876964,0.999376918061014
CH4,11,9,0.99888497233826,0.998833038399186,0.998936906277334
CH4,11,10,0.99843894314795,0.998379074502959,0.998498811792941
CH4,11,11,0.997992911808842,0.99792381228871,0.998062011328974
CH4,11,12,0.997546879576486,0.997467670896342,0.997626088256629
CH4,2,1,1.7419184920398,1.73343154483367,1.75040543924593
CH4,2,2,1.72866744071114,1.72056755574672,1.73676732567555
CH4,2,3,1.50199637905404,1.49480786717083,1.50918489093725
CH4,2,4,1.15025586673407,1.14339000550196,1.15712172796618
