Pollutant,sector,month,coeff,coeff_l,coeff_u
SOx,1,1,1.08695338726167,1.07913772245312,1.09476905207022
SOx,1,2,1.08829676812995,1.08118928951044,1.09540424674946
SOx,1,3,1.05846235375535,1.05209118364336,1.06483352386734
SOx,1,4,0.999055846845962,0.992847468346799,1.00526422534512
SOx,1,5,0.94938353357604,0.942721538420498,0.956045528731582
SOx,1,6,0.92996158971294,0.922874669313754,0.937048510112127
SOx,1,7,0.915949000417548,0.908862080018362,0.923035920816735
SOx,1,8,0.918268240145045,0.911606244989503,0.924930235300587
SOx,1,9,0.948911167023558,0.942702788524396,0.955119545522721
SOx,1,10,1.00167065118505,0.995299481073056,1.00804182129704
SOx,1,11,1.04538780342224,1.03828032480273,1.05249528204175
SOx,1,12,1.05769965852466,1.0498839937161,1.06551532333321
SOx,2,1,1.72786530403631,1.71792602838675,1.73780457968588
SOx,2,2,1.71553846660299,1.70605912743794,1.72501780576804
SOx,2,3,1.49439029082546,1.48597682132384,1.50280376032708
SOx,2,4,1.14768672387973,1.1396478281238,1.15572561963566
SOx,2,5,0.758682855717289,0.749815160925809,0.767550550508769
SOx,2,6,0.398352889563192,0.388737525170307,0.407968253956078
SOx,2,7,0.231204437998465,0.22158907360558,0.24081980239135
SOx,2,8,0.232088257233982,0.223220562442501,0.240955952025462
SOx,2,9,0.422544638186658,0.414505742430725,0.430583533942591
SOx,2,10,0.847335939436932,0.838922469935309,0.855749408938554
SOx,2,11,1.34164999382537,1.33217065466032,1.35112933299042
SOx,2,12,1.68266020269362,1.67272092704406,1.69259947834319
SOx,3,1,0.962585992936777,0.961113079109144,0.964058906764411
SOx,3,2,0.990122033401099,0.988714357240864,0.991529709561335
SOx,3,3,1.03366904732296,1.03241996044966,1.03491813419625
SOx,3,4,1.00396630142978,1.00277418112798,1.00515842173158
SOx,3,5,0.977371614342017,0.976054766149166,0.978688462534869
SOx,3,6,1.01968809108635,1.01825876628352,1.02111741588918
SOx,3,7,0.984144332051155,0.982715007248325,0.985573656853985
SOx,3,8,0.965220669800472,0.96390382160762,0.966537517993323
SOx,3,9,1.01135314158155,1.01016102127975,1.01254526188334
SOx,3,10,1.05531340537228,1.05406431849899,1.05656249224557
SOx,3,11,1.0334821909601,1.03207451479987,1.03488986712034
SOx,3,12,0.963083179715456,0.961610265887822,0.96455609354309
SOx,4,1,0.974047202954394,0.972044715758767,0.976049690150021
SOx,4,2,0.984203849243525,0.982290846360678,0.986116852126372
SOx,4,3,1.01972214327405,1.01802457881797,1.02141970773013
SOx,4,4,1.00222279357148,1.00060227935349,1.00384330778948
SOx,4,5,0.980013593492346,0.978224025168059,0.981803161816633
SOx,4,6,1.01296327886241,1.01102125176077,1.01490530596404
SOx,4,7,0.997012894531375,0.995070867429741,0.998954921633009
SOx,4,8,0.97637045479647,0.974580886472183,0.978160023120758
SOx,4,9,1.0137969753168,1.01217646109881,1.0154174895348
SOx,4,10,1.06347526788979,1.06177770343371,1.06517283234587
SOx,4,11,1.04036342844333,1.03845042556048,1.04227643132618
SOx,4,12,0.935808117624035,0.933805630428408,0.937810604819662
SOx,5,1,1.03640454978363,1.0347004174876,1.03810868207965
SOx,5,2,0.961840968173061,0.960212864223472,0.96346907212265
SOx,5,3,0.987809539237522,0.98636480173001,0.989254276745033
SOx,5,4,1.0103701250157,1.00899101992765,1.01174923010374
SOx,5,5,0.985085160473258,0.983562108109661,0.986608212836855
SOx,5,6,0.986843464514907,0.985190597158793,0.98849633187102
SOx,5,7,1.02683418362142,1.0251813162653,1.02848705097753
SOx,5,8,1.0267727879888,1.0252497356252,1.0282958403524
SOx,5,9,1.00447099104916,1.00309188596112,1.00585009613721
SOx,5,10,0.976567413242917,0.975122675735406,0.978012150750428
SOx,5,11,0.972371705768071,0.970743601818482,0.97399980971766
SOx,5,12,1.02462911113157,1.02292497883554,1.02633324342759
SOx,6,1,1.00016595414278,1.0000921636234,1.00023974466216
SOx,6,2,1.00013577921983,1.00007140236078,1.00020015607887
SOx,6,3,1.00010560445089,1.000049826362,1.00016138253977
SOx,6,4,1.00007543001965,1.00002704579216,1.00012381424714
SOx,6,5,1.00004525609951,1.00000247752449,1.00008803467452
SOx,6,6,1.00001508281694,0.999975393340338,1.00005477229355
SOx,6,7,0.999984910237508,0.999945220760901,1.00002459971412
SOx,6,8,0.999954738353899,0.999911959778885,0.999997516928913
SOx,6,9,0.999924567086985,0.999876182859493,0.999972951314478
SOx,6,10,0.999894396298315,0.999838618209432,0.999950174387198
SOx,6,11,0.999864225813011,0.999799848953968,0.999928602672055
SOx,6,12,0.999834055460687,0.999760264941303,0.999907845980071
SOx,7,1,0.910628813633322,0.909163762269059,0.912093864997585
SOx,7,2,0.946391590862584,0.945014901746128,0.947768279979041
SOx,7,3,0.97544316865842,0.974218545318401,0.97666779199844
SOx,7,4,0.99737886231936,0.996200049959648,0.998557674679072
SOx,7,5,1.01616040869614,1.01487228970072,1.01744852769156
SOx,7,6,1.03172474849954,1.03033742428567,1.03311207271341
SOx,7,7,1.0388341452414,1.03744682102753,1.04022146945527
SOx,7,8,1.04026268273085,1.03897456373543,1.04155080172626
SOx,7,9,1.03932739590275,1.03814858354304,1.04050620826246
SOx,7,10,1.03048350981847,1.02925888647845,1.03170813315849
SOx,7,11,1.0059285742146,1.00455188509814,1.00730526333106
SOx,7,12,0.967436099422565,0.965971048058302,0.968901150786828
SOx,8,1,0.844942221388271,0.843231459203803,0.84665298357274
SOx,8,2,0.85625838444543,0.854623132052237,0.857893636838623
SOx,8,3,0.990345405162422,0.988894407558712,0.991796402766132
SOx,8,4,1.04197199557884,1.0405872961376,1.04335669502007
SOx,8,5,1.07458757908408,1.07305783811742,1.07611732005074
SOx,8,6,1.19421161623518,1.19255108342784,1.19587214904253
SOx,8,7,1.14518449577408,1.14352396296674,1.14684502858143
SOx,8,8,1.04981285434678,1.04828311338012,1.05134259531343
SOx,8,9,1.0207594271062,1.01937472766497,1.02214412654744
SOx,8,10,0.97434272774893,0.97289173014522,0.975793725352639
SOx,8,11,0.900208994566296,0.898573742173103,0.901844246959489
SOx,8,12,0.907374298563491,0.905663536379022,0.90908506074796
SOx,9,1,1.03961645497608,1.03447673865489,1.04475617129726
SOx,9,2,1.00791287384706,1.00305674619741,1.0127690014967
SOx,9,3,1.02101156281875,1.01669578501085,1.02532734062664
SOx,9,4,1.02991850999064,1.02577490313428,1.034062116847
SOx,9,5,1.00830408668768,1.00376091029266,1.01284726308269
SOx,9,6,0.989330262230739,0.984425492462447,0.994235031999031
SOx,9,7,0.981823128394978,0.976918358626686,0.98672789816327
SOx,9,8,0.945505989564865,0.940962813169849,0.950049165959881
SOx,9,9,0.959567000583725,0.955423393727366,0.963710607440085
SOx,9,10,0.99589873551408,0.991582957706187,1.00021451332197
SOx,9,11,1.00526001255028,1.00040388490064,1.01011614019992
SOx,9,12,1.01585138284113,1.01071166651995,1.02099109916232
