Pollutant,sector,month,coeff,coeff_l,coeff_u
NOx,5,7,0.966716343233847,0.962595832342917,0.970836854124778
NOx,5,8,0.881173741044258,0.877375441135421,0.884972040953095
NOx,5,9,0.915475159255404,0.912034101503171,0.918916217007637
NOx,5,10,0.993251512748579,0.989648196201589,0.99685482929557
NOx,5,11,1.00069181292102,0.996631525083767,1.00475210075827
NOx,5,12,1.01919701854327,1.01494389713882,1.02345013994771
NOx,6,1,0.999978134033134,0.999894420319416,1.00006184774685
NOx,6,2,0.999982110859019,0.999909076689574,1.00005514502846
NOx,6,3,0.999986087585931,0.999922808523512,1.00004936664835
NOx,6,4,0.99999006408119,0.999935173212915,1.00004495494947
NOx,6,5,0.999994040192088,0.999945508848723,1.00004257153545
NOx,6,6,0.999998015776499,0.999952988975002,1.000043042578
NOx,6,7,1.00000199073091,0.999956963929411,1.00004701753241
NOx,6,8,1.0000059650106,0.999957433667231,1.00005449635396
NOx,6,9,1.00000993863843,0.99995504777015,1.0000648295067
NOx,6,10,1.00001391171681,0.999950632654396,1.00007719077923
NOx,6,11,1.00001788442146,0.999944850252013,1.0000909185909
NOx,6,12,1.00002185695394,0.999938143240218,1.00010557066766
NOx,7,1,0.907833631888233,0.90668285472527,0.908984409051197
NOx,7,2,0.944280674271283,0.943194167942755,0.945367180599811
NOx,7,3,0.974269513589594,0.973303794982059,0.975235232197129
NOx,7,4,0.997000188132779,0.996072672927812,0.997927703337746
NOx,7,5,1.01585300023702,1.01483650076796,1.01686949970607
NOx,7,6,1.03095821785698,1.02986116437183,1.03205527134214
NOx,7,7,1.03794332923557,1.03684627575042,1.03904038272073
NOx,7,8,1.03951277915096,1.03849627968191,1.04052927862002
NOx,7,9,1.0391017325249,1.03817421731993,1.04002924772987
NOx,7,10,1.03113607792628,1.03017035931875,1.03210179653382
NOx,7,11,1.00850255896862,1.00741605264009,1.00958906529714
NOx,7,12,0.973608296217779,0.972457519054816,0.974759073380742
NOx,8,1,0.853465455262132,0.849917132659035,0.85701377786523
NOx,8,2,0.868312537763507,0.864923402133724,0.871701673393289
NOx,8,3,0.981962621693945,0.978955098794537,0.984970144593352
NOx,8,4,1.03441782723267,1.0315465206581,1.03728913380724
NOx,8,5,1.07152861327632,1.06835815884904,1.0746990677036
NOx,8,6,1.17056581776513,1.16712557338399,1.17400606214627
NOx,8,7,1.12928825360755,1.12584800922641,1.13272849798869
NOx,8,8,1.04767354923834,1.04450309481106,1.05084400366563
NOx,8,9,1.02314898431964,1.02027767774507,1.02602029089421
NOx,8,10,0.984970360334218,0.981962837434811,0.987977883233625
NOx,8,11,0.919210625985439,0.915821490355656,0.922599761615222
NOx,8,12,0.91545535352111,0.911907030918013,0.919003676124208
NOx,9,1,1.06085672725678,1.05539306011032,1.06632039440323
NOx,9,2,1.01196088008418,1.00676557649135,1.017156183677
NOx,9,3,1.03270910416855,1.02809619907882,1.03732200925827
NOx,9,4,1.04631220537003,1.04189764910222,1.05072676163784
NOx,9,5,1.01233022449813,1.00747008735764,1.01719036163863
NOx,9,6,0.983943046246369,0.978680646022605,0.989205446470133
NOx,9,7,0.974149104270828,0.968886704047064,0.979411504494592
NOx,9,8,0.915590149822168,0.910730012681671,0.920450286962664
NOx,9,9,0.937507001256973,0.933092444989163,0.941921557524785
NOx,9,10,0.993844586849026,0.989231681759299,0.998457491938752
NOx,9,11,1.00649438016427,1.00129907657144,1.01168968375709
NOx,9,12,1.02430259001271,1.01883892286626,1.02976625715916
NOx,avi.cruise,1,0.826076246983542,0.816244202879101,0.835908291087982
NOx,avi.cruise,2,0.881037352008705,0.872640825150215,0.889433878867195
NOx,avi.cruise,3,0.941908886157899,0.934204573399265,0.949613198916532
NOx,avi.cruise,4,1.00465633166059,0.99707292634485,1.01223973697632
NOx,avi.cruise,5,1.06095945670626,1.05302379602297,1.06889511738955
NOx,avi.cruise,6,1.10224998325475,1.09395228528028,1.11054768122922
NOx,avi.cruise,7,1.12045477800553,1.11215708003106,1.12875247598
NOx,avi.cruise,8,1.11234631651534,1.10441065583205,1.12028197719863
NOx,avi.cruise,9,1.07949866341662,1.07191525810088,1.08708206873236
NOx,avi.cruise,10,1.02571624891722,1.01801193615859,1.03342056167586
NOx,avi.cruise,11,0.958450959113409,0.950054432254919,0.966847485971899
NOx,avi.cruise,12,0.886644777260146,0.876812733155705,0.896476821364587
