Pollutant,sector,month,coeff,coeff_l,coeff_u
NOx,1,1,1.08665830968696,1.07953928965858,1.09377732971534
NOx,1,2,1.04576371545982,1.03904275748947,1.05248467343017
NOx,1,3,1.04076287173259,1.03478902123847,1.04673672222671
NOx,1,4,1.01864461771857,1.01290689751247,1.02438233792468
NOx,1,5,0.972482815343776,0.966194900985737,0.978770729701815
NOx,1,6,0.947662147455258,0.940876147007276,0.954448147903239
NOx,1,7,0.931231292590047,0.924445292142066,0.938017293038029
NOx,1,8,0.88207406643546,0.875786152077421,0.888361980793499
NOx,1,9,0.915246825012654,0.909509104806551,0.920984545218757
NOx,1,10,1.00585229028965,0.999878439795525,1.01182614078377
NOx,1,11,1.06400730757028,1.05728634959993,1.07072826554064
NOx,1,12,1.08961374070493,1.08249472067655,1.09673276073331
NOx,10,1,0.176685767864806,0.145165440550435,0.208206095179177
NOx,10,2,0.694293440611633,0.664177670882912,0.724409210340353
NOx,10,3,2.81807703689685,2.79135325296171,2.844800820832
NOx,10,4,3.4985502004009,3.47304123222993,3.52405916857188
NOx,10,5,1.94890775230348,1.92073516656786,1.97708033803911
NOx,10,6,0.641482895504896,0.610908219164228,0.672057571845565
NOx,10,7,0.464863745956684,0.434289069616015,0.495438422297353
NOx,10,8,0.593370146201439,0.565197560465815,0.621542731937064
NOx,10,9,0.521151228825552,0.495642260654574,0.54666019699653
NOx,10,10,0.307299246305537,0.280575462370396,0.334023030240678
NOx,10,11,0.170609189837199,0.140493420108479,0.20072495956592
NOx,10,12,0.164709349291014,0.133189021976642,0.196229676605385
NOx,11,1,0.988563529736253,0.981618457581457,0.99550860189105
NOx,11,2,1.00351042936737,0.997596017236781,1.00942484149797
NOx,11,3,1.00840893160252,1.00297535700558,1.01384250619946
NOx,11,4,1.00445324539247,0.99910428324021,1.00980220754473
NOx,11,5,0.997358158832992,0.991765591030083,1.0029507266359
NOx,11,6,0.993210550845531,0.987366599137623,0.999054502553439
NOx,11,7,0.999796382515164,0.993952430807255,1.00564033422307
NOx,11,8,1.01884899261057,1.01325642480766,1.02444156041348
NOx,11,9,1.02044137477164,1.01509241261938,1.0257903369239
NOx,11,10,1.0006812166105,0.995247642013555,1.00611479120744
NOx,11,11,0.983204483283675,0.977290071153082,0.989118895414268
NOx,11,12,0.981522704431317,0.974577632276521,0.988467776586114
NOx,2,1,1.74822740406249,1.7415227074171,1.75493210070787
NOx,2,2,1.73507195976786,1.72866892625055,1.74147499328517
NOx,2,3,1.50628972579905,1.50060757547509,1.51197187612302
NOx,2,4,1.15151003634379,1.14608483476245,1.15693523792513
NOx,2,5,0.753355792053317,0.747365909779493,0.759345674327141
NOx,2,6,0.381682549231546,0.375183391398266,0.388181707064826
NOx,2,7,0.211324668657159,0.204825510823879,0.217823826490438
NOx,2,8,0.212970864694214,0.20698098242039,0.218960746968037
NOx,2,9,0.40666134434499,0.401236142763653,0.412086545926326
NOx,2,10,0.841411524604178,0.835729374280216,0.84709367492814
NOx,2,11,1.34991364326776,1.34351060975044,1.35631667678507
NOx,2,12,1.70158048717365,1.69487579052826,1.70828518381903
NOx,3,1,0.957374056801976,0.955935242055704,0.958812871548248
NOx,3,2,0.986427995222693,0.985052924866955,0.98780306557843
NOx,3,3,1.02971484646713,1.02849469028182,1.03093500265244
NOx,3,4,1.00130095363435,1.0001364366137,1.002465470655
NOx,3,5,0.977129394509999,0.975843048317708,0.97841574070229
NOx,3,6,1.02109705838151,1.01970084936956,1.02249326739347
NOx,3,7,0.989005272227529,0.987609063215579,0.990401481239479
NOx,3,8,0.972905518888851,0.97161917269656,0.974191865081142
NOx,3,9,1.0141720717578,1.01300755473715,1.01533658877845
NOx,3,10,1.05250856503974,1.05128840885443,1.05372872122505
NOx,3,11,1.03193858503533,1.03056351467959,1.03331365539107
NOx,3,12,0.966425682033088,0.964986867286816,0.96786449677936
NOx,4,1,0.973214370105764,0.971364319663712,0.975064420547816
NOx,4,2,0.973915122221182,0.972147629066573,0.97568261537579
NOx,4,3,1.00898049471971,1.00741206487074,1.01054892456868
NOx,4,4,1.0057135634251,1.00421637632444,1.00721075052576
NOx,4,5,0.990062983709987,0.988409536099295,0.991716431320679
NOx,4,6,1.01558987972364,1.01379551251822,1.01738424692907
NOx,4,7,1.00913001492552,1.00733564772009,1.01092438213095
NOx,4,8,0.988760642892726,0.987107195282034,0.990414090503418
NOx,4,9,1.02008586815905,1.01858868105839,1.02158305525971
NOx,4,10,1.06876978010359,1.06720135025462,1.07033820995256
NOx,4,11,1.03894426798942,1.03717677483481,1.04071176114403
NOx,4,12,0.906833012024309,0.904982961582257,0.908683062466361
NOx,5,1,1.08991937228489,1.08566625088045,1.09417249368934
NOx,5,2,1.0091006962502,1.00504040841295,1.01316098408745
NOx,5,3,1.04739172641097,1.04378840986398,1.05099504295796
NOx,5,4,1.0726883373209,1.06924727956866,1.07612939507313
NOx,5,5,1.02179096794836,1.01799266803952,1.0255892678572
NOx,5,6,0.982603312038307,0.978482801147377,0.986723822929237
