Pollutant,sector,month,coeff,coeff_l,coeff_u
N2O,1,1,1.1255404347941,1.12117189489547,1.12990897469273
N2O,1,2,1.07637133681041,1.07221601216556,1.08052666145526
N2O,1,3,1.07165393538942,1.06796458755847,1.07534328322038
N2O,1,4,1.0501658567968,1.04663575261568,1.05369596097792
N2O,1,5,0.995214555922663,0.9913273127761,0.999101799069226
N2O,1,6,0.956663178092708,0.95245354586487,0.960872810320547
N2O,1,7,0.933437027168844,0.929227394941005,0.937646659396682
N2O,1,8,0.880034376753833,0.87614713360727,0.883921619900396
N2O,1,9,0.90651697244847,0.902986868267347,0.910047076629592
N2O,1,10,0.97382364788093,0.970134300049978,0.977512995711883
N2O,1,11,1.00462629562365,1.0004709709788,1.00878162026851
N2O,1,12,1.02595238231817,1.02158384241954,1.0303209222168
N2O,10,1,0.539014685881687,0.50210683552429,0.575922536239084
N2O,10,2,0.908517954411695,0.873279308908088,0.943756599915302
N2O,10,3,2.27396147340277,2.24268925485909,2.30523369194644
N2O,10,4,2.66022255261902,2.63036047000412,2.69008463523393
N2O,10,5,1.56322363140342,1.53025873966288,1.59618852314397
N2O,10,6,0.633694535368469,0.59793115547724,0.669457915259698
N2O,10,7,0.526899519123723,0.491136139232494,0.562662899014952
N2O,10,8,0.641343256605544,0.608378364864998,0.67430814834609
N2O,10,9,0.649570155455232,0.619708072840326,0.679432238070139
N2O,10,10,0.570633391697871,0.539361173154199,0.601905610241543
N2O,10,11,0.514286187622506,0.479047542118899,0.549524833126113
N2O,10,12,0.518632656408063,0.481724806050666,0.555540506765459
N2O,11,1,1.00190767549734,1.00183411851431,1.00198123248038
N2O,11,2,1.00156082983218,1.00149665721892,1.00162500244543
N2O,11,3,1.00121398359171,1.00115838262019,1.00126958456324
N2O,11,4,1.00086713611932,1.00081890536761,1.00091536687104
N2O,11,5,1.00052028686994,1.00047764363063,1.00056293010925
N2O,11,6,1.00017343560193,1.00013387137467,1.00021299982918
N2O,11,7,0.999826582410969,0.999787018183713,0.999866146638226
N2O,11,8,0.999479727605884,0.999437084366571,0.999522370845196
N2O,11,9,0.999132871538237,0.999084640786521,0.999181102289952
N2O,11,10,0.998786014560828,0.9987304135893,0.998841615532355
N2O,11,11,0.998439157045522,0.998374984432266,0.998503329658777
N2O,11,12,0.998092299326137,0.998018742343105,0.998165856309168
N2O,2,1,1.74383082868625,1.73584859719999,1.75181306017251
N2O,2,2,1.73066066892522,1.72304096056099,1.73828037728945
