GNFR,Profile_ID,emis_sec_frac,year
A_PublicPower,MISC_ANY,9.21973386313009e-17,genYr
A_PublicPower,ENER_COG,0.0351280346656393,genYr
A_PublicPower,ENER_COA,0.652649265225488,genYr
A_PublicPower,ENER_OTH,0.311309212875329,genYr
A_PublicPower,ENER_GAS,4.09729948039899e-16,genYr
A_PublicPower,ENER_BIO,0.00091348723354387,genYr
B_Industry,MISC_ANY,0.642487049856506,genYr
B_Industry,INDU_MAN_CAP,5.71278315179217e-05,genYr
B_Industry,INDU_MIN_GEN,0.215137475904339,genYr
B_Industry,INDU_MAN_PET,0.000534972044211877,genYr
B_Industry,INDU_MAN_IRO,0.0501616568022709,genYr
B_Industry,INDU_PRO_GEN,0.0673582867948907,genYr
B_Industry,INDU_MAN_MET,0.00159743253712063,genYr
B_Industry,INDU_MAN_CHE,0.00176789400005675,genYr
B_Industry,INDU_MAN_PAP,0.00698561205665843,genYr
B_Industry,INDU_MAN_FAB,0.000724915203237776,genYr
I_Offroad,OFFR_OTH,7.90637402087754e-15,genYr
B_Industry,INDU_MAN_GEN,0.0131875769691907,genYr
H_Aviation,AVIA_INT_ALL,0.878555508937928,genYr
H_Aviation,AVIA_DOM_ALL,0.121444491062072,genYr
F_RoadTransport,ROAD_CAT_RUR,0.250251239699599,genYr
F_RoadTransport,ROAD_CAT_URB,0.301304728368843,genYr
F_RoadTransport,ROAD_CAT_MOT,0.0689517410186693,genYr
F_RoadTransport,ROAD_CAT_ALL,2.15203049950265e-17,genYr
F_RoadTransport,ROAD_LGV_RUR,0.0731697636600914,genYr
F_RoadTransport,ROAD_LGV_URB,0.0771906389148292,genYr
F_RoadTransport,ROAD_LGV_MOT,0.0213433902037495,genYr
F_RoadTransport,ROAD_LGV_ALL,4.36717999588603e-17,genYr
F_RoadTransport,ROAD_BUS_RUR,0.0078828081356603,genYr
F_RoadTransport,ROAD_HGV_RUR,0.0764628479338988,genYr
F_RoadTransport,ROAD_BUS_URB,0.0193932810219721,genYr
F_RoadTransport,ROAD_HGV_URB,0.0290638862787094,genYr
F_RoadTransport,ROAD_BUS_MOT,0.00149713513510251,genYr
F_RoadTransport,ROAD_HGV_MOT,0.0701422949123491,genYr
F_RoadTransport,ROAD_CYC_RUR,0.00117148163520231,genYr
F_RoadTransport,ROAD_CYC_URB,0.00204466641043631,genYr
F_RoadTransport,ROAD_CYC_MOT,0.00013009667088765,genYr
I_Offroad,RAIL_GEN,0.714011356230434,genYr
G_Shipping,SHIP_CTP,0.999999999999998,genYr
G_Shipping,SHIP_REC,0,genYr
G_Shipping,SHIP_MIS,1.73403511758397e-15,genYr
I_Offroad,AVIA_DOM_ALL,4.70291874305673e-16,genYr
C_OtherStationaryComb,STAT_PIC_GEN,0.0781292851762384,genYr
C_OtherStationaryComb,RAIL_GEN,0,genYr
C_OtherStationaryComb,STAT_DOM_GEN,0.900249180806334,genYr
C_OtherStationaryComb,MISC_ANY,0.0216215340174279,genYr
I_Offroad,SHIP_FIS,0.167991792779021,genYr
I_Offroad,MISC_ANY,2.39130687393947e-16,genYr
I_Offroad,SHIP_MIL,0.117996850990537,genYr
D_Fugitive,INDU_MIN_GEN,0.693922609936308,genYr
D_Fugitive,INDU_MAN_CAP,0.306077390063692,genYr
D_Fugitive,INDU_MAN_IRO,0,genYr
D_Fugitive,INDU_MAN_PET,0,genYr
E_Solvents,SOLV_IND,0.434039258432136,genYr
E_Solvents,SOLV_OTH,0.565960741567864,genYr
K_AgriLivestock,AGRI_HOU_CAT,0.10224696683548,genYr
K_AgriLivestock,AGRI_HOU_SHP,0.00760345506112484,genYr
K_AgriLivestock,AGRI_HOU_PIG,0.0797820008013883,genYr
K_AgriLivestock,AGRI_HOU_MLI,0.000886998823348919,genYr
K_AgriLivestock,AGRI_HOU_POU,0.809480578478658,genYr
L_AgriOther,AGRI_SPR_FER,1,genYr
J_Waste,WAST_GEN,1,genYr
M_Other,WAST_GEN,0.893732422920222,genYr
M_Other,AGRI_HOU_MLI,0.106267577079778,genYr
N_Natural,MISC_ANY,1,genYr
P_IntShipping,SHIP_CTP,1,genYr
O_AviCruise,AVIA_INT_ALL,0.990154711673699,genYr
O_AviCruise,AVIA_DOM_ALL,0.00984528832630099,genYr
