time,N
1,0.996367696104707
2,0.996497128634751
3,0.996630359091624
4,0.996767263044542
5,0.996907716062722
6,0.997051593715379
7,0.99719877157173
8,0.997349125200991
9,0.997502530172379
10,0.997658862055111
11,0.9978179964184
12,0.997979808831466
13,0.998144174863524
14,0.998310970083789
15,0.998480070061479
16,0.99865135036581
17,0.998824686565998
18,0.998999954231259
19,0.999177028930809
20,0.999355786233866
21,0.999536101709645
22,0.999717850927362
23,0.999900909456235
24,1.00008515286548
25,1.00027045672431
26,1.00045669660194
27,1.0006437480676
28,1.00083148669049
29,1.00101978803983
30,1.00120852768485
31,1.00139758119474
32,1.00158682413874
33,1.00177613208606
34,1.00196538060591
35,1.00215444526752
36,1.00234320164009
37,1.00253152529284
38,1.00271929179499
39,1.00290637671576
40,1.00309265562436
41,1.00327800409001
42,1.00346229881237
43,1.003645436785
44,1.00382733255511
45,1.0040079012487
46,1.00418705799178
47,1.00436471791034
48,1.0045407961304
49,1.00471520777796
50,1.00488786797901
51,1.00505869185958
52,1.00522759454565
53,1.00539449116323
54,1.00555929683833
55,1.00572192669696
56,1.0058822958651
57,1.00604031946878
58,1.00619591263398
59,1.00634899048673
60,1.00649946815301
61,1.00664726075884
62,1.00679228343021
63,1.00693445129314
64,1.00707367947362
65,1.00720988309766
66,1.00734297729126
67,1.00747287718043
68,1.00759949789118
69,1.00772275454949
70,1.00784256228139
71,1.00795883621287
72,1.00807149146993
73,1.00818044317859
74,1.00828560646484
75,1.00838689645469
76,1.00848422827413
77,1.00857751704919
78,1.00866667790586
79,1.00875162597014
80,1.00883227636803
81,1.00890854422555
82,1.00898034469047
83,1.00904761460094
84,1.0091103531876
85,1.00916857083114
86,1.00922227791225
87,1.00927148481164
88,1.00931620191
89,1.00935643958803
90,1.00939220822643
91,1.00942351820589
92,1.00945037990712
93,1.00947280371081
94,1.00949079999766
95,1.00950437914837
96,1.00951355154364
97,1.00951832756415
98,1.00951871759062
99,1.00951473200373
100,1.00950638118419
101,1.00949367551269
102,1.00947662536994
103,1.00945524113662
104,1.00942953319344
105,1.0093995119211
106,1.00936518770029
107,1.00932657091171
108,1.00928367193605
109,1.00923650115403
110,1.00918506894632
111,1.00912938569364
112,1.00906946177668
113,1.00900530757613
114,1.0089369334727
115,1.00886434984708
116,1.00878756707997
117,1.00870659555207
118,1.00862144564407
119,1.00853212773668
120,1.00843865221059
121,1.00834102944649
122,1.0082392698251
123,1.00813339236424
124,1.00802351648856
125,1.00790982640127
126,1.00779250738523
127,1.0076717447233
128,1.00754772369834
129,1.0074206295932
130,1.00729064769075
131,1.00715796327385
132,1.00702276162535
133,1.00688522802811
134,1.006745547765
135,1.00660390611886
136,1.00646048837256
137,1.00631547980897
138,1.00616906571092
139,1.0060214313613
140,1.00587276204295
141,1.00572324303873
142,1.0055730596315
143,1.00542239710413
144,1.00527144073946
145,1.00512037582037
146,1.0049693876297
147,1.00481866145032
148,1.00466838256508
149,1.00451873625685
150,1.00436990780848
151,1.00422208250284
152,1.00407544562277
153,1.00393018245114
154,1.00378647827082
155,1.00364451836465
156,1.00350448801549
157,1.00336657250621
158,1.00323095711967
159,1.00309782713871
160,1.00296736784621
161,1.00283976452502
162,1.002715202458
163,1.00259386634162
164,1.00247584565748
165,1.0023610302218
166,1.00224928470941
167,1.00214047379512
168,1.00203446215375
169,1.0019311144601
170,1.001830295389
171,1.00173186961526
172,1.00163570181368
173,1.0015416566591
174,1.00144959882632
175,1.00135939299016
176,1.00127090382543
177,1.00118399600695
178,1.00109853420953
179,1.00101438310798
180,1.00093140737713
181,1.00084947169179
182,1.00076844072676
183,1.00068817915687
184,1.00060855165694
185,1.00052942290177
186,1.00045065756618
187,1.00037212032498
188,1.00029367585299
189,1.00021518882503
190,1.00013652391591
191,1.00005754580044
192,0.999978119153446
193,0.999898108649732
194,0.999817378964117
195,0.999735794771415
196,0.999653220746442
197,0.999569521564012
198,0.999484561898939
199,0.99939820642604
200,0.999310319820127
201,0.999220766756017
202,0.999129411908525
203,0.999036119952464
204,0.998940775502232
205,0.99884342152623
206,0.998744176507488
207,0.998643159394098
208,0.998540489134155
209,0.99843628467575
210,0.998330664966976
211,0.998223748955928
212,0.998115655590697
213,0.998006503819377
214,0.99789641259006
215,0.997785500850841
216,0.997673887549811
217,0.997561691635064
218,0.997449032054693
219,0.99733602775679
